"Plot Title: Rollinson_U134"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9663854, SEN S/N: 2445099)","Temp, °C (LGR S/N: 9663854, SEN S/N: 20145886)","RH, % (LGR S/N: 9663854, SEN S/N: 20145886)","PAR, µmol/m²/s (LGR S/N: 9663854, SEN S/N: 20210397)","Water Content, m³/m³ (LGR S/N: 9663854, SEN S/N: 20267513)"
358,08/06/19 09:23:25 AM,19.841,20.746,94.900,31.2,0.2073
359,08/06/19 10:23:25 AM,19.817,22.058,90.500,16.2,0.2073
360,08/06/19 11:23:25 AM,19.865,22.250,87.300,11.2,0.2080
361,08/06/19 12:23:25 PM,19.912,22.082,87.600,3.7,0.2073
362,08/06/19 01:23:25 PM,19.960,23.833,85.700,18.7,0.2080
363,08/06/19 02:23:25 PM,20.055,25.040,79.300,16.2,0.2073
364,08/06/19 03:23:25 PM,20.174,25.307,74.000,13.7,0.2080
365,08/06/19 04:23:25 PM,20.269,25.380,72.400,8.7,0.2087
366,08/06/19 05:23:25 PM,20.365,25.016,72.600,6.2,0.2087
367,08/06/19 06:23:25 PM,20.412,24.702,73.300,6.2,0.2087
368,08/06/19 07:23:25 PM,20.412,23.617,70.500,1.2,0.2087
369,08/06/19 08:23:25 PM,20.388,21.628,72.800,1.2,0.2087
370,08/06/19 09:23:25 PM,20.293,21.366,81.900,1.2,0.2095
371,08/06/19 10:23:25 PM,20.198,20.579,87.800,1.2,0.2095
372,08/06/19 11:23:25 PM,20.103,19.603,92.200,1.2,0.2087
373,08/07/19 12:23:25 AM,19.984,19.484,94.200,1.2,0.2087
374,08/07/19 01:23:25 AM,19.865,18.889,95.100,1.2,0.2087
375,08/07/19 02:23:25 AM,19.770,18.818,95.900,1.2,0.2087
376,08/07/19 03:23:25 AM,19.651,18.366,96.600,1.2,0.2080
377,08/07/19 04:23:25 AM,19.555,18.438,96.900,1.2,0.2080
378,08/07/19 05:23:25 AM,19.460,17.653,96.900,1.2,0.2080
379,08/07/19 06:23:25 AM,19.341,17.320,96.800,1.2,0.2080
380,08/07/19 07:23:25 AM,19.246,18.271,97.100,1.2,0.2080
381,08/07/19 08:23:25 AM,19.175,20.865,95.500,3.7,0.2073
382,08/07/19 09:23:25 AM,19.246,23.641,87.100,41.2,0.2080
383,08/07/19 10:23:25 AM,19.365,25.137,72.800,13.7,0.2073
384,08/07/19 11:23:25 AM,19.555,26.451,60.900,16.2,0.2073
385,08/07/19 12:23:25 PM,19.746,27.284,54.900,16.2,0.2080
386,08/07/19 01:23:25 PM,19.912,27.702,55.600,36.2,0.2080
387,08/07/19 02:23:25 PM,20.079,27.998,54.400,16.2,0.2087
388,08/07/19 03:23:25 PM,20.246,27.554,57.300,13.7,0.2087
389,08/07/19 04:23:25 PM,20.388,27.407,61.800,8.7,0.2087
390,08/07/19 05:23:25 PM,20.484,27.481,61.800,6.2,0.2087
391,08/07/19 06:23:25 PM,20.555,25.768,63.400,6.2,0.2087
392,08/07/19 07:23:25 PM,20.555,24.919,67.900,1.2,0.2102
393,08/07/19 08:23:25 PM,20.555,24.267,70.400,1.2,0.2095
394,08/07/19 09:23:25 PM,20.531,23.112,73.900,1.2,0.2095
395,08/07/19 10:23:25 PM,20.460,22.585,79.300,1.2,0.2095
396,08/07/19 11:23:25 PM,20.388,22.561,79.500,1.2,0.2095
397,08/08/19 12:23:25 AM,20.317,22.513,80.200,1.2,0.2095
398,08/08/19 01:23:25 AM,20.246,22.274,80.600,1.2,0.2095
399,08/08/19 02:23:25 AM,20.198,22.393,80.500,1.2,0.2095
400,08/08/19 03:23:25 AM,20.150,21.413,79.800,1.2,0.2095
401,08/08/19 04:23:25 AM,20.079,21.628,85.800,1.2,0.2102
402,08/08/19 05:23:25 AM,20.007,20.793,88.200,1.2,0.2095
403,08/08/19 06:23:25 AM,19.960,19.865,91.800,1.2,0.2095
404,08/08/19 07:23:25 AM,19.888,21.079,93.500,1.2,0.2095
405,08/08/19 08:23:25 AM,19.865,22.633,90.500,3.7,0.2095
406,08/08/19 09:23:25 AM,19.912,24.460,80.800,21.2,0.2095
407,08/08/19 10:23:25 AM,20.007,25.987,68.300,11.2,0.2095
408,08/08/19 11:23:25 AM,20.126,27.038,61.500,23.7,0.2095
409,08/08/19 12:23:25 PM,20.269,27.677,58.600,26.2,0.2095
410,08/08/19 01:23:25 PM,20.412,27.751,51.700,21.2,0.2095
411,08/08/19 02:23:25 PM,20.507,27.998,47.000,41.2,0.2102
412,08/08/19 03:23:25 PM,20.627,28.171,46.800,11.2,0.2102
413,08/08/19 04:23:25 PM,20.698,27.899,45.700,11.2,0.2102
414,08/08/19 05:23:25 PM,20.698,26.842,41.500,6.2,0.2109
415,08/08/19 06:23:25 PM,20.650,25.768,46.300,8.7,0.2102
416,08/08/19 07:23:25 PM,20.603,24.388,48.200,1.2,0.2102
417,08/08/19 08:23:25 PM,20.507,21.700,54.500,1.2,0.2095
418,08/08/19 09:23:25 PM,20.365,20.841,60.800,1.2,0.2102
419,08/08/19 10:23:25 PM,20.198,18.771,69.100,1.2,0.2095
420,08/08/19 11:23:25 PM,20.007,17.986,78.300,1.2,0.2095
421,08/09/19 12:23:25 AM,19.817,18.057,80.100,1.2,0.2095
422,08/09/19 01:23:25 AM,19.651,17.106,78.500,1.2,0.2087
423,08/09/19 02:23:25 AM,19.460,15.891,84.500,1.2,0.2087
424,08/09/19 03:23:25 AM,19.270,14.888,89.900,1.2,0.2087
425,08/09/19 04:23:25 AM,19.080,14.409,92.100,1.2,0.2080
426,08/09/19 05:23:25 AM,18.866,14.194,93.200,1.2,0.2080
427,08/09/19 06:23:25 AM,18.699,14.242,93.700,1.2,0.2080
428,08/09/19 07:23:25 AM,18.533,15.629,93.200,1.2,0.2073
429,08/09/19 08:23:25 AM,18.438,18.105,89.000,3.7,0.2073
430,08/09/19 09:23:25 AM,18.461,20.913,79.600,13.7,0.2066
431,08/09/19 10:23:25 AM,18.580,22.944,61.900,11.2,0.2073
432,08/09/19 11:23:25 AM,18.723,23.689,52.900,13.7,0.2066
433,08/09/19 12:23:25 PM,18.889,24.677,50.100,31.2,0.2066
434,08/09/19 01:23:25 PM,19.032,25.428,47.400,18.7,0.2066
435,08/09/19 02:23:25 PM,19.199,25.841,45.200,28.7,0.2073
436,08/09/19 03:23:25 PM,19.389,25.477,47.400,11.2,0.2073
437,08/09/19 04:23:25 PM,19.508,25.453,48.100,11.2,0.2073
438,08/09/19 05:23:25 PM,19.579,24.847,53.500,6.2,0.2073
439,08/09/19 06:23:25 PM,19.651,24.315,53.600,6.2,0.2073
440,08/09/19 07:23:25 PM,19.651,22.872,57.900,1.2,0.2073
441,08/09/19 08:23:25 PM,19.627,21.199,64.700,1.2,0.2073
442,08/09/19 09:23:25 PM,19.532,19.936,71.600,1.2,0.2073
443,08/09/19 10:23:25 PM,19.413,18.271,78.800,1.2,0.2073
444,08/09/19 11:23:25 PM,19.270,17.153,83.900,1.2,0.2073
445,08/10/19 12:23:25 AM,19.127,16.654,88.000,1.2,0.2073
446,08/10/19 01:23:25 AM,18.961,16.082,90.300,1.2,0.2073
447,08/10/19 02:23:25 AM,18.818,16.392,91.800,1.2,0.2066
448,08/10/19 03:23:25 AM,18.675,16.558,92.200,1.2,0.2066
449,08/10/19 04:23:25 AM,18.580,16.463,91.900,1.2,0.2066
450,08/10/19 05:23:25 AM,18.485,16.106,92.800,1.2,0.2058
451,08/10/19 06:23:25 AM,18.414,16.582,93.600,1.2,0.2066
452,08/10/19 07:23:25 AM,18.343,17.296,92.500,1.2,0.2058
453,08/10/19 08:23:25 AM,18.319,19.603,90.300,6.2,0.2058
454,08/10/19 09:23:25 AM,18.390,22.106,74.100,11.2,0.2058
455,08/10/19 10:23:25 AM,18.533,23.593,63.100,11.2,0.2058
456,08/10/19 11:23:25 AM,18.699,24.726,57.900,13.7,0.2058
457,08/10/19 12:23:25 PM,18.889,25.404,53.800,18.7,0.2058
458,08/10/19 01:23:25 PM,19.056,26.256,51.800,16.2,0.2066
459,08/10/19 02:23:25 PM,19.246,26.329,50.600,16.2,0.2066
460,08/10/19 03:23:25 PM,19.413,26.598,48.500,16.2,0.2066
461,08/10/19 04:23:25 PM,19.555,26.695,47.100,8.7,0.2066
462,08/10/19 05:23:25 PM,19.674,26.402,51.400,8.7,0.2066
463,08/10/19 06:23:25 PM,19.770,25.744,53.500,6.2,0.2073
464,08/10/19 07:23:25 PM,19.793,24.532,54.800,1.2,0.2073
465,08/10/19 08:23:25 PM,19.746,23.280,61.400,1.2,0.2073
466,08/10/19 09:23:25 PM,19.698,22.250,67.900,1.2,0.2073
467,08/10/19 10:23:25 PM,19.627,21.724,70.300,1.2,0.2073
468,08/10/19 11:23:25 PM,19.555,20.650,72.100,1.2,0.2073
469,08/11/19 12:23:25 AM,19.460,19.294,78.600,1.2,0.2073
470,08/11/19 01:23:25 AM,19.341,18.937,81.300,1.2,0.2066
471,08/11/19 02:23:25 AM,19.222,18.533,83.200,1.2,0.2066
472,08/11/19 03:23:25 AM,19.127,18.675,83.500,1.2,0.2066
473,08/11/19 04:23:25 AM,19.008,19.127,80.300,1.2,0.2066
474,08/11/19 05:23:25 AM,18.937,19.341,80.300,1.2,0.2066
475,08/11/19 06:23:25 AM,18.866,19.008,84.000,1.2,0.2066
476,08/11/19 07:23:25 AM,18.818,18.200,86.400,1.2,0.2058
477,08/11/19 08:23:25 AM,18.747,18.200,94.900,1.2,0.1935
478,08/11/19 09:23:25 AM,18.699,19.318,96.800,8.7,0.2015
479,08/11/19 10:23:25 AM,18.747,19.722,96.800,11.2,0.1986
480,08/11/19 11:23:25 AM,18.842,21.533,94.500,16.2,0.2015
481,08/11/19 12:23:25 PM,18.985,22.968,88.400,21.2,0.2022
482,08/11/19 01:23:25 PM,19.175,24.098,79.000,18.7,0.2029
483,08/11/19 02:23:25 PM,19.365,23.857,78.000,13.7,0.2029
484,08/11/19 03:23:25 PM,19.508,23.857,82.400,11.2,0.2037
485,08/11/19 04:23:25 PM,19.627,24.026,82.300,8.7,0.2029
486,08/11/19 05:23:25 PM,19.722,23.641,85.600,1.2,0.2029
487,08/11/19 06:23:25 PM,19.817,23.521,87.500,1.2,0.2029
488,08/11/19 07:23:25 PM,19.865,23.376,89.500,1.2,0.2037
489,08/11/19 08:23:25 PM,19.888,23.545,89.000,1.2,0.2037
490,08/11/19 09:23:25 PM,19.912,22.920,90.900,1.2,0.2037
491,08/11/19 10:23:25 PM,19.912,22.154,94.000,1.2,0.2029
492,08/11/19 11:23:25 PM,19.912,21.485,96.000,1.2,0.2037
493,08/12/19 12:23:25 AM,19.888,20.889,97.000,1.2,0.2037
494,08/12/19 01:23:25 AM,19.841,20.817,97.600,1.2,0.2037
495,08/12/19 02:23:25 AM,19.770,20.293,98.000,1.2,0.2037
496,08/12/19 03:23:25 AM,19.722,20.365,98.300,1.2,0.2044
497,08/12/19 04:23:25 AM,19.651,19.651,98.300,1.2,0.2037
498,08/12/19 05:23:25 AM,19.603,19.508,98.300,1.2,0.2044
499,08/12/19 06:23:25 AM,19.532,19.651,98.400,1.2,0.2044
500,08/12/19 07:23:25 AM,19.484,20.460,98.700,1.2,0.2044
501,08/12/19 08:23:25 AM,19.460,21.461,98.700,3.7,0.2044
502,08/12/19 09:23:25 AM,19.532,23.136,98.400,11.2,0.2029
503,08/12/19 10:23:25 AM,19.651,24.171,93.500,13.7,0.2015
504,08/12/19 11:23:25 AM,19.817,24.823,88.000,13.7,0.2015
505,08/12/19 12:23:25 PM,19.984,25.113,87.000,13.7,0.2015
506,08/12/19 01:23:25 PM,20.126,25.453,84.800,13.7,0.2022
507,08/12/19 02:23:25 PM,20.269,25.355,85.400,11.2,0.2015
508,08/12/19 03:23:25 PM,20.365,25.307,88.000,8.7,0.2022
509,08/12/19 04:23:25 PM,20.460,24.750,90.300,8.7,0.2022
510,08/12/19 05:23:25 PM,20.531,23.857,94.200,1.2,0.2015
511,08/12/19 06:23:25 PM,20.603,23.112,96.300,1.2,0.2414
512,08/12/19 07:23:25 PM,20.698,22.824,98.100,1.2,0.2204
513,08/12/19 08:23:25 PM,20.722,22.274,98.600,1.2,0.2167
514,08/12/19 09:23:25 PM,20.698,22.058,98.900,1.2,0.2167
515,08/12/19 10:23:25 PM,20.627,21.652,99.200,1.2,0.2153
516,08/12/19 11:23:25 PM,20.579,21.390,99.200,1.2,0.2124
517,08/13/19 12:23:25 AM,20.507,21.079,99.300,1.2,0.2124
518,08/13/19 01:23:25 AM,20.436,20.531,99.400,1.2,0.2109
519,08/13/19 02:23:25 AM,20.365,20.531,99.500,1.2,0.2109
520,08/13/19 03:23:25 AM,20.293,20.388,99.600,1.2,0.2116
521,08/13/19 04:23:25 AM,20.222,20.460,99.800,1.2,0.2116
522,08/13/19 05:23:25 AM,20.150,20.603,99.900,1.2,0.2124
523,08/13/19 06:23:25 AM,20.103,20.746,100.000,1.2,0.2131
524,08/13/19 07:23:25 AM,20.055,21.175,100.000,1.2,0.2131
525,08/13/19 08:23:25 AM,20.031,21.676,100.000,6.2,0.2131
526,08/13/19 09:23:25 AM,20.079,21.963,100.000,8.7,0.2124
527,08/13/19 10:23:25 AM,20.126,22.729,99.200,11.2,0.2124
528,08/13/19 11:23:25 AM,20.222,23.689,92.400,18.7,0.2124
529,08/13/19 12:23:25 PM,20.341,25.307,86.300,18.7,0.2124
530,08/13/19 01:23:25 PM,20.507,25.331,79.700,23.7,0.2124
531,08/13/19 02:23:25 PM,20.650,25.963,81.000,16.2,0.2124
532,08/13/19 03:23:25 PM,20.793,26.549,76.600,16.2,0.2116
533,08/13/19 04:23:25 PM,20.936,27.038,72.400,11.2,0.2124
534,08/13/19 05:23:25 PM,21.056,26.353,75.300,8.7,0.2116
535,08/13/19 06:23:25 PM,21.151,25.065,75.200,3.7,0.2116
536,08/13/19 07:23:25 PM,21.175,20.365,87.400,1.2,0.2058
537,08/13/19 08:23:25 PM,21.079,19.674,95.300,1.2,0.2073
538,08/13/19 09:23:25 PM,20.889,19.603,97.200,1.2,0.2080
539,08/13/19 10:23:25 PM,20.722,20.198,98.100,1.2,0.2087
540,08/13/19 11:23:25 PM,20.579,19.722,98.300,1.2,0.2087
541,08/14/19 12:23:25 AM,20.460,19.103,98.400,1.2,0.2087
542,08/14/19 01:23:25 AM,20.341,18.723,98.600,1.2,0.2087
543,08/14/19 02:23:25 AM,20.222,18.319,98.900,1.2,0.2087
544,08/14/19 03:23:25 AM,20.079,18.105,99.000,1.2,0.2087
545,08/14/19 04:23:25 AM,19.960,17.819,99.200,1.2,0.2080
546,08/14/19 05:23:25 AM,19.817,17.819,99.300,1.2,0.2080
547,08/14/19 06:23:25 AM,19.698,17.772,99.400,1.2,0.2080
548,08/14/19 07:23:25 AM,19.603,18.438,99.600,1.2,0.2080
549,08/14/19 08:23:25 AM,19.532,19.698,99.600,3.7,0.2080
550,08/14/19 09:23:25 AM,19.532,21.366,99.200,8.7,0.2080
551,08/14/19 10:23:25 AM,19.603,22.729,94.500,11.2,0.2080
552,08/14/19 11:23:25 AM,19.746,23.881,88.200,13.7,0.2080
553,08/14/19 12:23:25 PM,19.912,25.258,81.700,16.2,0.2080
554,08/14/19 01:23:25 PM,20.103,25.550,74.600,36.2,0.2087
555,08/14/19 02:23:25 PM,20.269,25.355,75.400,16.2,0.2087
556,08/14/19 03:23:25 PM,20.388,25.793,74.500,16.2,0.2080
557,08/14/19 04:23:25 PM,20.531,25.186,70.800,11.2,0.2087
558,08/14/19 05:23:25 PM,20.627,23.400,75.400,8.7,0.2087
559,08/14/19 06:23:25 PM,20.650,22.274,79.500,1.2,0.2087
560,08/14/19 07:23:25 PM,20.579,21.390,81.300,1.2,0.2087
561,08/14/19 08:23:25 PM,20.436,20.841,82.100,1.2,0.2095
562,08/14/19 09:23:25 PM,20.317,20.174,81.700,1.2,0.2087
563,08/14/19 10:23:25 PM,20.198,19.080,84.800,1.2,0.2087
564,08/14/19 11:23:25 PM,20.055,18.295,90.100,1.2,0.2087
565,08/15/19 12:23:25 AM,19.912,18.295,93.200,1.2,0.2087
566,08/15/19 01:23:25 AM,19.793,18.200,93.900,1.2,0.2087
567,08/15/19 02:23:25 AM,19.674,17.867,94.700,1.2,0.2087
568,08/15/19 03:23:25 AM,19.555,17.534,95.700,1.2,0.2080
569,08/15/19 04:23:25 AM,19.436,17.344,96.300,1.2,0.2080
570,08/15/19 05:23:25 AM,19.341,17.106,96.300,1.2,0.2080
571,08/15/19 06:23:25 AM,19.222,16.773,96.300,1.2,0.2080
572,08/15/19 07:23:25 AM,19.103,17.225,96.700,1.2,0.2080
573,08/15/19 08:23:25 AM,19.032,19.175,94.800,3.7,0.2080
574,08/15/19 09:23:25 AM,19.008,20.722,89.300,6.2,0.2073
575,08/15/19 10:23:25 AM,19.056,21.318,83.400,8.7,0.2073
576,08/15/19 11:23:25 AM,19.151,22.369,78.300,13.7,0.2073
577,08/15/19 12:23:25 PM,19.270,22.417,74.600,16.2,0.2073
578,08/15/19 01:23:25 PM,19.389,23.785,68.500,43.7,0.2080
579,08/15/19 02:23:25 PM,19.508,23.521,69.100,11.2,0.2080
580,08/15/19 03:23:25 PM,19.603,23.472,70.200,8.7,0.2080
581,08/15/19 04:23:25 PM,19.651,23.256,71.300,6.2,0.2080
582,08/15/19 05:23:25 PM,19.698,22.776,68.900,6.2,0.2080
583,08/15/19 06:23:25 PM,19.722,22.393,71.600,3.7,0.2087
584,08/15/19 07:23:25 PM,19.698,21.390,71.500,1.2,0.2087
585,08/15/19 08:23:25 PM,19.651,19.746,74.000,1.2,0.2087
586,08/15/19 09:23:25 PM,19.555,18.913,80.000,1.2,0.2087
587,08/15/19 10:23:25 PM,19.460,18.176,82.800,1.2,0.2080
588,08/15/19 11:23:25 PM,19.318,17.058,88.100,1.2,0.2080
589,08/16/19 12:23:25 AM,19.175,16.439,92.600,1.2,0.2080
590,08/16/19 01:23:25 AM,19.032,16.368,94.700,1.2,0.2073
591,08/16/19 02:23:25 AM,18.913,15.891,95.500,1.2,0.2066
592,08/16/19 03:23:25 AM,18.771,16.010,96.000,1.2,0.2058
593,08/16/19 04:23:25 AM,18.652,16.487,96.600,1.2,0.2058
594,08/16/19 05:23:25 AM,18.580,16.368,96.800,1.2,0.2051
595,08/16/19 06:23:25 AM,18.485,16.320,96.700,1.2,0.2095
596,08/16/19 07:23:25 AM,18.438,17.486,96.600,1.2,0.2095
597,08/16/19 08:23:25 AM,18.390,19.294,92.200,3.7,0.2087
598,08/16/19 09:23:25 AM,18.438,20.412,85.200,6.2,0.2087
599,08/16/19 10:23:25 AM,18.509,21.915,84.000,11.2,0.2087
600,08/16/19 11:23:25 AM,18.652,23.184,79.500,16.2,0.2080
601,08/16/19 12:23:25 PM,18.818,24.919,76.600,13.7,0.2080
602,08/16/19 01:23:25 PM,19.032,25.841,70.500,38.7,0.2080
603,08/16/19 02:23:25 PM,19.270,26.695,70.400,18.7,0.2080
604,08/16/19 03:23:25 PM,19.508,25.744,73.200,13.7,0.2080
605,08/16/19 04:23:25 PM,19.698,26.256,73.800,11.2,0.2080
606,08/16/19 05:23:25 PM,19.865,26.304,71.400,6.2,0.2080
607,08/16/19 06:23:25 PM,20.007,25.283,73.700,1.2,0.2080
608,08/16/19 07:23:25 PM,20.079,24.992,75.600,1.2,0.2080
609,08/16/19 08:23:25 PM,20.126,24.026,79.100,1.2,0.2080
610,08/16/19 09:23:25 PM,20.150,22.705,79.400,1.2,0.2080
611,08/16/19 10:23:25 PM,20.126,21.628,85.600,1.2,0.2073
612,08/16/19 11:23:25 PM,20.055,20.865,90.600,1.2,0.2073
613,08/17/19 12:23:25 AM,19.984,20.031,93.400,1.2,0.2073
614,08/17/19 01:23:25 AM,19.888,19.436,94.900,1.2,0.2066
615,08/17/19 02:23:25 AM,19.793,19.888,95.800,1.2,0.2066
616,08/17/19 03:23:25 AM,19.698,19.175,96.200,1.2,0.2066
617,08/17/19 04:23:25 AM,19.603,19.103,96.900,1.2,0.2066
618,08/17/19 05:23:25 AM,19.532,18.889,97.200,1.2,0.2066
619,08/17/19 06:23:25 AM,19.436,18.985,97.500,1.2,0.2058
620,08/17/19 07:23:25 AM,19.365,19.294,97.700,1.2,0.2058
621,08/17/19 08:23:25 AM,19.318,20.246,97.500,3.7,0.2058
622,08/17/19 09:23:25 AM,19.341,21.509,96.900,6.2,0.2058
623,08/17/19 10:23:25 AM,19.389,22.321,92.500,6.2,0.2058
624,08/17/19 11:23:25 AM,19.484,22.800,91.400,6.2,0.2058
625,08/17/19 12:23:25 PM,19.579,21.175,96.200,3.7,0.1971
626,08/17/19 01:23:25 PM,19.651,21.891,98.000,13.7,0.1978
627,08/17/19 02:23:25 PM,19.722,21.987,98.000,3.7,0.2000
628,08/17/19 03:23:25 PM,19.793,22.298,98.400,6.2,0.2008
629,08/17/19 04:23:25 PM,19.865,22.753,98.300,8.7,0.2008
630,08/17/19 05:23:25 PM,19.936,22.776,96.600,3.7,0.2015
631,08/17/19 06:23:25 PM,20.007,22.944,95.400,3.7,0.2022
632,08/17/19 07:23:25 PM,20.055,22.920,94.400,1.2,0.2022
633,08/17/19 08:23:25 PM,20.103,22.034,94.900,1.2,0.2022
634,08/17/19 09:23:25 PM,20.103,21.557,96.900,1.2,0.2029
635,08/17/19 10:23:25 PM,20.079,21.390,97.500,1.2,0.2029
636,08/17/19 11:23:25 PM,20.055,20.984,97.400,1.2,0.2029
637,08/18/19 12:23:25 AM,20.007,20.674,98.000,1.2,0.2029
638,08/18/19 01:23:25 AM,19.960,20.365,98.500,1.2,0.2029
639,08/18/19 02:23:25 AM,19.912,20.484,99.100,1.2,0.2029
640,08/18/19 03:23:25 AM,19.865,20.531,99.300,1.2,0.2029
641,08/18/19 04:23:25 AM,19.817,20.531,99.500,1.2,0.2029
642,08/18/19 05:23:25 AM,19.793,20.722,99.500,1.2,0.2029
643,08/18/19 06:23:25 AM,19.770,20.865,99.400,1.2,0.2029
644,08/18/19 07:23:25 AM,19.770,18.985,99.300,1.2,0.2683
645,08/18/19 08:23:25 AM,19.770,20.007,99.800,1.2,0.3068
646,08/18/19 09:23:25 AM,19.865,20.484,100.000,1.2,0.2836
647,08/18/19 10:23:25 AM,19.865,20.317,100.000,6.2,0.2530
648,08/18/19 11:23:25 AM,19.865,20.579,100.000,8.7,0.2356
649,08/18/19 12:23:25 PM,19.888,21.987,99.200,13.7,0.2327
650,08/18/19 01:23:25 PM,19.936,24.532,91.200,33.7,0.2298
651,08/18/19 02:23:25 PM,20.055,25.380,87.700,21.2,0.2284
652,08/18/19 03:23:25 PM,20.222,24.363,83.600,13.7,0.2269
653,08/18/19 04:23:25 PM,20.365,24.774,86.600,11.2,0.2254
654,08/18/19 05:23:25 PM,20.460,24.895,86.700,8.7,0.2240
655,08/18/19 06:23:25 PM,20.531,24.267,86.400,3.7,0.2240
656,08/18/19 07:23:25 PM,20.579,22.968,85.800,1.2,0.2233
657,08/18/19 08:23:25 PM,20.579,22.130,88.900,1.2,0.2225
658,08/18/19 09:23:25 PM,20.531,21.127,93.400,1.2,0.2218
659,08/18/19 10:23:25 PM,20.484,20.507,94.100,1.2,0.2211
660,08/18/19 11:23:25 PM,20.388,19.912,95.000,1.2,0.2204
661,08/19/19 12:23:25 AM,20.317,19.603,96.800,1.2,0.2204
662,08/19/19 01:23:25 AM,20.222,19.936,97.600,1.2,0.2204
663,08/19/19 02:23:25 AM,20.126,19.770,98.100,1.2,0.2196
664,08/19/19 03:23:25 AM,20.055,19.532,98.400,1.2,0.2196
665,08/19/19 04:23:25 AM,20.007,19.627,98.700,1.2,0.2189
666,08/19/19 05:23:25 AM,19.936,19.008,99.000,1.2,0.2189
667,08/19/19 06:23:25 AM,19.888,18.961,99.300,1.2,0.2182
668,08/19/19 07:23:25 AM,19.817,19.460,99.500,1.2,0.2182
669,08/19/19 08:23:25 AM,19.770,21.223,99.500,3.7,0.2182
670,08/19/19 09:23:25 AM,19.793,23.569,96.400,6.2,0.2175
671,08/19/19 10:23:25 AM,19.865,24.774,85.500,13.7,0.2175
672,08/19/19 11:23:25 AM,20.007,26.598,78.700,13.7,0.2175
673,08/19/19 12:23:25 PM,20.174,25.987,79.900,13.7,0.2175
674,08/19/19 01:23:25 PM,20.341,25.550,80.900,11.2,0.2175
675,08/19/19 02:23:25 PM,20.484,25.939,87.000,8.7,0.2175
676,08/19/19 03:23:25 PM,20.627,26.695,84.300,21.2,0.2175
677,08/19/19 04:23:25 PM,20.770,25.963,82.900,6.2,0.2167
678,08/19/19 05:23:25 PM,20.889,24.919,89.200,3.7,0.2167
679,08/19/19 06:23:25 PM,20.960,24.702,93.300,1.2,0.2167
680,08/19/19 07:23:25 PM,20.984,24.291,93.900,1.2,0.2167
681,08/19/19 08:23:25 PM,21.008,23.569,94.300,1.2,0.2167
682,08/19/19 09:23:25 PM,20.984,23.497,94.400,1.2,0.2160
683,08/19/19 10:23:25 PM,20.984,23.400,93.500,1.2,0.2160
684,08/19/19 11:23:25 PM,20.960,22.753,92.500,1.2,0.2160
685,08/20/19 12:23:25 AM,20.913,22.130,95.400,1.2,0.2153
686,08/20/19 01:23:25 AM,20.865,21.533,96.900,1.2,0.2153
687,08/20/19 02:23:25 AM,20.793,21.056,97.900,1.2,0.2153
688,08/20/19 03:23:25 AM,20.746,20.722,98.400,1.2,0.2153
689,08/20/19 04:23:25 AM,20.674,20.889,98.800,1.2,0.2153
690,08/20/19 05:23:25 AM,20.603,20.341,99.000,1.2,0.2146
691,08/20/19 06:23:25 AM,20.531,20.722,99.200,1.2,0.2146
692,08/20/19 07:23:25 AM,20.460,20.722,99.300,1.2,0.2146
693,08/20/19 08:23:25 AM,20.412,22.082,99.500,1.2,0.2146
694,08/20/19 09:23:25 AM,20.412,22.920,99.500,3.7,0.2146
695,08/20/19 10:23:25 AM,20.460,23.040,99.300,1.2,0.2138
696,08/20/19 11:23:25 AM,20.484,22.920,99.400,1.2,0.2138
697,08/20/19 12:23:25 PM,20.507,20.579,98.400,1.2,0.2138
698,08/20/19 01:23:25 PM,20.507,20.913,98.200,3.7,0.2102
699,08/20/19 02:23:25 PM,20.460,21.223,99.000,6.2,0.2116
700,08/20/19 03:23:25 PM,20.436,21.294,99.100,3.7,0.2109
701,08/20/19 04:23:25 PM,20.412,21.533,98.500,6.2,0.2116
702,08/20/19 05:23:25 PM,20.412,20.770,98.000,3.7,0.2116
703,08/20/19 06:23:25 PM,20.388,21.223,99.000,1.2,0.2116
704,08/20/19 07:23:25 PM,20.365,20.960,99.300,1.2,0.2124
705,08/20/19 08:23:25 PM,20.341,20.031,99.400,1.2,0.2124
706,08/20/19 09:23:25 PM,20.293,19.793,99.700,1.2,0.2124
707,08/20/19 10:23:25 PM,20.246,19.246,99.800,1.2,0.2124
708,08/20/19 11:23:25 PM,20.150,19.246,100.000,1.2,0.2124
709,08/21/19 12:23:25 AM,20.079,18.557,100.000,1.2,0.2131
710,08/21/19 01:23:25 AM,20.007,17.677,100.000,1.2,0.2131
711,08/21/19 02:23:25 AM,19.912,17.867,100.000,1.2,0.2131
712,08/21/19 03:23:25 AM,19.793,17.249,100.000,1.2,0.2131
713,08/21/19 04:23:25 AM,19.698,17.153,100.000,1.2,0.2131
714,08/21/19 05:23:25 AM,19.579,17.534,100.000,1.2,0.2131
715,08/21/19 06:23:25 AM,19.484,17.153,100.000,1.2,0.2131
716,08/21/19 07:23:25 AM,19.389,17.891,100.000,1.2,0.2131
717,08/21/19 08:23:25 AM,19.341,19.579,100.000,3.7,0.2131
718,08/21/19 09:23:25 AM,19.341,21.676,100.000,11.2,0.2131
719,08/21/19 10:23:25 AM,19.436,23.641,98.600,18.7,0.2131
720,08/21/19 11:23:25 AM,19.603,25.089,91.700,16.2,0.2131
