"Plot Title: Rollinson_B127"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9663855, SEN S/N: 2445096)","Water Content, m³/m³ (LGR S/N: 9663855, SEN S/N: 9673988)","Temp, °C (LGR S/N: 9663855, SEN S/N: 10448527)","RH, % (LGR S/N: 9663855, SEN S/N: 10448527)","PAR, µmol/m²/s (LGR S/N: 9663855, SEN S/N: 20210396)"
358,08/06/19 07:48:55 AM,20.770,0.1782,19.532,98.500,13.7
359,08/06/19 08:48:55 AM,20.698,0.1775,19.817,97.500,13.7
360,08/06/19 09:48:55 AM,20.650,0.1775,21.175,94.100,26.2
361,08/06/19 10:48:55 AM,20.674,0.1775,22.369,89.900,33.7
362,08/06/19 11:48:55 AM,20.770,0.1775,21.939,88.000,21.2
363,08/06/19 12:48:55 PM,20.793,0.1775,23.328,87.700,23.7
364,08/06/19 01:48:55 PM,20.865,0.1775,24.243,81.100,61.2
365,08/06/19 02:48:55 PM,21.008,0.1768,25.258,76.100,31.2
366,08/06/19 03:48:55 PM,21.127,0.1768,25.574,72.100,31.2
367,08/06/19 04:48:55 PM,21.270,0.1761,25.210,69.600,18.7
368,08/06/19 05:48:55 PM,21.342,0.1761,25.355,69.500,11.2
369,08/06/19 06:48:55 PM,21.366,0.1761,24.484,67.000,6.2
370,08/06/19 07:48:55 PM,21.366,0.1753,23.184,69.600,1.2
371,08/06/19 08:48:55 PM,21.294,0.1753,23.448,71.300,1.2
372,08/06/19 09:48:55 PM,21.199,0.1753,22.202,82.000,1.2
373,08/06/19 10:48:55 PM,21.103,0.1746,21.628,86.400,1.2
374,08/06/19 11:48:55 PM,21.032,0.1746,21.509,88.600,1.2
375,08/07/19 12:48:55 AM,20.936,0.1746,20.484,90.000,1.2
376,08/07/19 01:48:55 AM,20.865,0.1746,20.555,90.800,1.2
377,08/07/19 02:48:55 AM,20.770,0.1746,20.341,91.100,1.2
378,08/07/19 03:48:55 AM,20.674,0.1746,20.079,91.200,1.2
379,08/07/19 04:48:55 AM,20.579,0.1739,19.698,91.500,1.2
380,08/07/19 05:48:55 AM,20.507,0.1739,19.413,92.000,1.2
381,08/07/19 06:48:55 AM,20.412,0.1739,19.199,92.600,1.2
382,08/07/19 07:48:55 AM,20.317,0.1739,20.246,92.600,6.2
383,08/07/19 08:48:55 AM,20.317,0.1739,22.537,89.200,11.2
384,08/07/19 09:48:55 AM,20.388,0.1739,24.798,79.500,21.2
385,08/07/19 10:48:55 AM,20.555,0.1739,26.061,65.800,36.2
386,08/07/19 11:48:55 AM,20.770,0.1732,27.063,59.500,43.7
387,08/07/19 12:48:55 PM,20.960,0.1732,27.481,58.200,46.2
388,08/07/19 01:48:55 PM,21.127,0.1732,28.320,58.100,166.2
389,08/07/19 02:48:55 PM,21.294,0.1724,28.147,58.400,31.2
390,08/07/19 03:48:55 PM,21.437,0.1717,28.023,59.100,23.7
391,08/07/19 04:48:55 PM,21.557,0.1710,27.530,59.600,18.7
392,08/07/19 05:48:55 PM,21.628,0.1710,27.308,59.800,13.7
393,08/07/19 06:48:55 PM,21.628,0.1702,26.085,62.500,6.2
394,08/07/19 07:48:55 PM,21.604,0.1702,25.695,65.600,1.2
395,08/07/19 08:48:55 PM,21.557,0.1702,24.460,67.700,1.2
396,08/07/19 09:48:55 PM,21.485,0.1695,24.726,70.200,1.2
397,08/07/19 10:48:55 PM,21.413,0.1695,24.171,71.300,1.2
398,08/07/19 11:48:55 PM,21.342,0.1688,23.088,74.000,1.2
399,08/08/19 12:48:55 AM,21.270,0.1688,23.641,76.300,1.2
400,08/08/19 01:48:55 AM,21.223,0.1688,22.609,77.900,1.2
401,08/08/19 02:48:55 AM,21.151,0.1688,22.154,78.300,1.2
402,08/08/19 03:48:55 AM,21.079,0.1688,22.202,80.700,1.2
403,08/08/19 04:48:55 AM,21.008,0.1688,21.557,85.000,1.2
404,08/08/19 05:48:55 AM,20.960,0.1688,20.603,90.000,1.2
405,08/08/19 06:48:55 AM,20.865,0.1681,20.793,92.800,1.2
406,08/08/19 07:48:55 AM,20.793,0.1688,21.724,93.100,6.2
407,08/08/19 08:48:55 AM,20.793,0.1681,23.617,88.500,13.7
408,08/08/19 09:48:55 AM,20.865,0.1681,25.550,74.500,26.2
409,08/08/19 10:48:55 AM,20.984,0.1681,26.426,66.900,31.2
410,08/08/19 11:48:55 AM,21.175,0.1681,26.965,63.900,38.7
411,08/08/19 12:48:55 PM,21.342,0.1673,27.505,60.700,53.7
412,08/08/19 01:48:55 PM,21.461,0.1666,27.974,53.100,176.2
413,08/08/19 02:48:55 PM,21.557,0.1666,28.023,49.400,28.7
414,08/08/19 03:48:55 PM,21.628,0.1659,27.924,51.000,21.2
415,08/08/19 04:48:55 PM,21.676,0.1652,27.259,47.700,16.2
416,08/08/19 05:48:55 PM,21.676,0.1644,26.256,45.500,11.2
417,08/08/19 06:48:55 PM,21.581,0.1644,25.016,50.700,3.7
418,08/08/19 07:48:55 PM,21.485,0.1637,23.304,52.400,1.2
419,08/08/19 08:48:55 PM,21.342,0.1637,21.223,59.300,1.2
420,08/08/19 09:48:55 PM,21.175,0.1637,20.341,66.300,1.2
421,08/08/19 10:48:55 PM,20.984,0.1630,20.079,69.400,1.2
422,08/08/19 11:48:55 PM,20.817,0.1623,18.628,76.300,1.2
423,08/09/19 12:48:55 AM,20.627,0.1623,17.796,79.800,1.2
424,08/09/19 01:48:55 AM,20.436,0.1615,17.582,80.500,1.2
425,08/09/19 02:48:55 AM,20.246,0.1615,16.939,80.900,1.2
426,08/09/19 03:48:55 AM,20.055,0.1615,16.392,84.500,1.2
427,08/09/19 04:48:55 AM,19.888,0.1615,15.915,85.900,1.2
428,08/09/19 05:48:55 AM,19.722,0.1615,15.390,86.500,1.2
429,08/09/19 06:48:55 AM,19.555,0.1608,15.461,87.400,1.2
430,08/09/19 07:48:55 AM,19.413,0.1608,17.272,86.600,11.2
431,08/09/19 08:48:55 AM,19.341,0.1608,20.198,81.300,11.2
432,08/09/19 09:48:55 AM,19.413,0.1608,22.441,68.600,43.7
433,08/09/19 10:48:55 AM,19.555,0.1608,23.545,57.500,46.2
434,08/09/19 11:48:55 AM,19.746,0.1608,24.388,54.400,26.2
435,08/09/19 12:48:55 PM,19.912,0.1601,25.283,50.600,38.7
436,08/09/19 01:48:55 PM,20.079,0.1601,25.817,49.100,198.7
437,08/09/19 02:48:55 PM,20.246,0.1594,25.890,48.600,36.2
438,08/09/19 03:48:55 PM,20.388,0.1594,25.695,49.000,21.2
439,08/09/19 04:48:55 PM,20.507,0.1586,25.647,51.500,18.7
440,08/09/19 05:48:55 PM,20.579,0.1579,25.113,51.700,11.2
441,08/09/19 06:48:55 PM,20.603,0.1579,23.905,54.400,3.7
442,08/09/19 07:48:55 PM,20.579,0.1579,22.776,59.200,1.2
443,08/09/19 08:48:55 PM,20.507,0.1572,21.724,63.800,1.2
444,08/09/19 09:48:55 PM,20.436,0.1572,20.722,69.500,1.2
445,08/09/19 10:48:55 PM,20.317,0.1572,20.055,72.500,1.2
446,08/09/19 11:48:55 PM,20.198,0.1564,19.746,75.800,1.2
447,08/10/19 12:48:55 AM,20.103,0.1564,19.008,78.400,1.2
448,08/10/19 01:48:55 AM,19.984,0.1564,19.603,79.200,1.2
449,08/10/19 02:48:55 AM,19.888,0.1564,19.127,79.900,1.2
450,08/10/19 03:48:55 AM,19.817,0.1564,18.652,80.400,1.2
451,08/10/19 04:48:55 AM,19.722,0.1557,18.366,83.500,1.2
452,08/10/19 05:48:55 AM,19.627,0.1557,18.319,83.000,1.2
453,08/10/19 06:48:55 AM,19.532,0.1550,17.962,86.800,1.2
454,08/10/19 07:48:55 AM,19.460,0.1557,19.246,85.600,6.2
455,08/10/19 08:48:55 AM,19.436,0.1557,21.843,75.000,16.2
456,08/10/19 09:48:55 AM,19.508,0.1557,23.497,63.800,46.2
457,08/10/19 10:48:55 AM,19.627,0.1557,24.629,59.200,38.7
458,08/10/19 11:48:55 AM,19.817,0.1550,25.040,56.600,31.2
459,08/10/19 12:48:55 PM,20.007,0.1550,25.647,54.400,38.7
460,08/10/19 01:48:55 PM,20.174,0.1543,26.524,51.400,76.2
461,08/10/19 02:48:55 PM,20.365,0.1543,27.235,49.500,41.2
462,08/10/19 03:48:55 PM,20.531,0.1535,27.063,48.000,26.2
463,08/10/19 04:48:55 PM,20.650,0.1535,27.186,47.300,21.2
464,08/10/19 05:48:55 PM,20.770,0.1535,26.646,51.400,18.7
465,08/10/19 06:48:55 PM,20.817,0.1528,25.331,55.200,8.7
466,08/10/19 07:48:55 PM,20.817,0.1528,24.074,58.200,1.2
467,08/10/19 08:48:55 PM,20.746,0.1521,23.376,61.000,1.2
468,08/10/19 09:48:55 PM,20.674,0.1521,23.016,64.600,1.2
469,08/10/19 10:48:55 PM,20.603,0.1521,22.298,67.300,1.2
470,08/10/19 11:48:55 PM,20.507,0.1514,21.032,69.500,1.2
471,08/11/19 12:48:55 AM,20.412,0.1514,21.318,71.800,1.2
472,08/11/19 01:48:55 AM,20.317,0.1514,20.746,69.000,1.2
473,08/11/19 02:48:55 AM,20.198,0.1514,20.365,72.700,1.2
474,08/11/19 03:48:55 AM,20.103,0.1506,19.936,74.900,1.2
475,08/11/19 04:48:55 AM,19.984,0.1506,19.865,75.700,1.2
476,08/11/19 05:48:55 AM,19.888,0.1506,19.532,78.700,1.2
477,08/11/19 06:48:55 AM,19.793,0.1499,19.817,80.600,1.2
478,08/11/19 07:48:55 AM,19.746,0.1521,18.057,89.200,1.2
479,08/11/19 08:48:55 AM,19.651,0.1543,19.222,96.400,11.2
480,08/11/19 09:48:55 AM,19.627,0.1550,19.318,95.000,18.7
481,08/11/19 10:48:55 AM,19.674,0.1550,20.841,93.300,36.2
482,08/11/19 11:48:55 AM,19.793,0.1543,23.304,85.200,46.2
483,08/11/19 12:48:55 PM,19.960,0.1550,24.532,76.400,46.2
484,08/11/19 01:48:55 PM,20.150,0.1543,25.574,71.600,53.7
485,08/11/19 02:48:55 PM,20.293,0.1543,25.089,73.700,26.2
486,08/11/19 03:48:55 PM,20.412,0.1543,25.137,75.500,21.2
487,08/11/19 04:48:55 PM,20.507,0.1535,24.944,78.800,13.7
488,08/11/19 05:48:55 PM,20.579,0.1535,24.629,81.900,3.7
489,08/11/19 06:48:55 PM,20.650,0.1535,23.665,86.100,1.2
490,08/11/19 07:48:55 PM,20.698,0.1543,24.508,85.100,1.2
491,08/11/19 08:48:55 PM,20.722,0.1535,23.424,86.900,1.2
492,08/11/19 09:48:55 PM,20.746,0.1535,23.064,91.900,1.2
493,08/11/19 10:48:55 PM,20.746,0.1535,22.393,94.600,1.2
494,08/11/19 11:48:55 PM,20.722,0.1535,21.891,96.400,1.2
495,08/12/19 12:48:55 AM,20.698,0.1535,22.345,97.100,1.2
496,08/12/19 01:48:55 AM,20.674,0.1535,21.939,97.600,1.2
497,08/12/19 02:48:55 AM,20.650,0.1535,21.581,98.600,1.2
498,08/12/19 03:48:55 AM,20.603,0.1535,21.390,99.200,1.2
499,08/12/19 04:48:55 AM,20.579,0.1535,21.079,99.600,1.2
500,08/12/19 05:48:55 AM,20.531,0.1535,20.770,99.900,1.2
501,08/12/19 06:48:55 AM,20.484,0.1535,20.817,100.000,1.2
502,08/12/19 07:48:55 AM,20.460,0.1535,21.533,100.000,3.7
503,08/12/19 08:48:55 AM,20.484,0.1535,22.729,100.000,16.2
504,08/12/19 09:48:55 AM,20.555,0.1535,24.243,97.100,28.7
505,08/12/19 10:48:55 AM,20.698,0.1535,24.726,90.500,26.2
506,08/12/19 11:48:55 AM,20.865,0.1535,25.428,88.700,26.2
507,08/12/19 12:48:55 PM,20.984,0.1535,25.841,85.700,31.2
508,08/12/19 01:48:55 PM,21.127,0.1543,26.329,82.000,33.7
509,08/12/19 02:48:55 PM,21.270,0.1535,25.744,85.600,18.7
510,08/12/19 03:48:55 PM,21.366,0.1535,25.404,87.800,21.2
511,08/12/19 04:48:55 PM,21.437,0.1535,24.629,92.100,11.2
512,08/12/19 05:48:55 PM,21.461,0.1572,23.448,95.000,3.7
513,08/12/19 06:48:55 PM,21.533,0.1840,22.896,98.000,1.2
514,08/12/19 07:48:55 PM,21.557,0.1819,22.537,99.000,1.2
515,08/12/19 08:48:55 PM,21.485,0.1804,22.058,99.600,1.2
516,08/12/19 09:48:55 PM,21.413,0.1790,21.819,100.000,1.2
517,08/12/19 10:48:55 PM,21.342,0.1782,21.342,100.000,1.2
518,08/12/19 11:48:55 PM,21.270,0.1782,21.270,100.000,1.2
519,08/13/19 12:48:55 AM,21.175,0.1790,20.841,100.000,1.2
520,08/13/19 01:48:55 AM,21.103,0.1782,20.388,100.000,1.2
521,08/13/19 02:48:55 AM,21.008,0.1775,20.412,100.000,1.2
522,08/13/19 03:48:55 AM,20.913,0.1775,20.412,100.000,1.2
523,08/13/19 04:48:55 AM,20.841,0.1768,20.484,100.000,1.2
524,08/13/19 05:48:55 AM,20.793,0.1775,20.770,100.000,1.2
525,08/13/19 06:48:55 AM,20.746,0.1775,21.127,100.000,1.2
526,08/13/19 07:48:55 AM,20.722,0.1775,21.437,100.000,3.7
527,08/13/19 08:48:55 AM,20.746,0.1775,21.533,100.000,16.2
528,08/13/19 09:48:55 AM,20.793,0.1775,22.345,100.000,26.2
529,08/13/19 10:48:55 AM,20.913,0.1775,23.905,95.700,56.2
530,08/13/19 11:48:55 AM,21.079,0.1775,25.016,88.400,36.2
531,08/13/19 12:48:55 PM,21.246,0.1775,25.890,81.200,41.2
532,08/13/19 01:48:55 PM,21.413,0.1775,25.453,78.900,28.7
533,08/13/19 02:48:55 PM,21.557,0.1775,26.549,76.100,53.7
534,08/13/19 03:48:55 PM,21.724,0.1775,27.628,73.600,23.7
535,08/13/19 04:48:55 PM,21.891,0.1768,27.481,67.700,26.2
536,08/13/19 05:48:55 PM,22.058,0.1768,26.451,68.300,18.7
537,08/13/19 06:48:55 PM,22.106,0.1768,22.729,74.100,3.7
538,08/13/19 07:48:55 PM,22.011,0.1775,19.746,95.400,1.2
539,08/13/19 08:48:55 PM,21.748,0.1768,19.508,97.500,1.2
540,08/13/19 09:48:55 PM,21.509,0.1768,20.198,98.600,1.2
541,08/13/19 10:48:55 PM,21.342,0.1768,20.198,99.000,1.2
542,08/13/19 11:48:55 PM,21.199,0.1768,19.294,99.100,1.2
543,08/14/19 12:48:55 AM,21.056,0.1768,18.889,99.300,1.2
544,08/14/19 01:48:55 AM,20.913,0.1768,18.628,99.600,1.2
545,08/14/19 02:48:55 AM,20.770,0.1768,18.580,99.800,1.2
546,08/14/19 03:48:55 AM,20.650,0.1768,18.366,100.000,1.2
547,08/14/19 04:48:55 AM,20.507,0.1768,18.033,100.000,1.2
548,08/14/19 05:48:55 AM,20.388,0.1775,17.962,100.000,1.2
549,08/14/19 06:48:55 AM,20.293,0.1775,18.247,100.000,1.2
550,08/14/19 07:48:55 AM,20.198,0.1782,19.341,100.000,6.2
551,08/14/19 08:48:55 AM,20.174,0.1782,21.223,100.000,11.2
552,08/14/19 09:48:55 AM,20.269,0.1782,23.040,95.800,38.7
553,08/14/19 10:48:55 AM,20.436,0.1782,23.424,89.300,103.7
554,08/14/19 11:48:55 AM,20.674,0.1782,24.750,85.000,31.2
555,08/14/19 12:48:55 PM,20.889,0.1782,24.823,78.800,46.2
556,08/14/19 01:48:55 PM,21.103,0.1782,25.939,76.800,38.7
557,08/14/19 02:48:55 PM,21.270,0.1782,25.963,77.100,48.7
558,08/14/19 03:48:55 PM,21.390,0.1775,25.647,72.000,23.7
559,08/14/19 04:48:55 PM,21.485,0.1775,25.501,72.700,23.7
560,08/14/19 05:48:55 PM,21.604,0.1775,22.944,78.400,13.7
561,08/14/19 06:48:55 PM,21.533,0.1768,21.843,81.200,3.7
562,08/14/19 07:48:55 PM,21.366,0.1768,21.103,83.800,1.2
563,08/14/19 08:48:55 PM,21.175,0.1768,20.579,83.300,1.2
564,08/14/19 09:48:55 PM,21.008,0.1761,19.460,83.900,1.2
565,08/14/19 10:48:55 PM,20.817,0.1761,18.675,90.500,1.2
566,08/14/19 11:48:55 PM,20.650,0.1761,18.628,91.900,1.2
567,08/15/19 12:48:55 AM,20.507,0.1761,17.986,93.700,1.2
568,08/15/19 01:48:55 AM,20.365,0.1761,18.033,95.700,1.2
569,08/15/19 02:48:55 AM,20.222,0.1761,17.962,95.900,1.2
570,08/15/19 03:48:55 AM,20.126,0.1761,17.677,95.900,1.2
571,08/15/19 04:48:55 AM,20.007,0.1761,17.177,96.800,1.2
572,08/15/19 05:48:55 AM,19.888,0.1768,16.820,97.300,1.2
573,08/15/19 06:48:55 AM,19.770,0.1768,16.820,97.700,1.2
574,08/15/19 07:48:55 AM,19.651,0.1761,18.152,96.900,6.2
575,08/15/19 08:48:55 AM,19.603,0.1768,19.984,93.100,8.7
576,08/15/19 09:48:55 AM,19.651,0.1768,21.246,87.400,58.7
577,08/15/19 10:48:55 AM,19.746,0.1768,22.274,81.700,23.7
578,08/15/19 11:48:55 AM,19.888,0.1761,22.561,76.600,28.7
579,08/15/19 12:48:55 PM,20.031,0.1761,23.833,72.300,26.2
580,08/15/19 01:48:55 PM,20.198,0.1753,23.424,66.700,43.7
581,08/15/19 02:48:55 PM,20.365,0.1753,22.968,69.600,51.2
582,08/15/19 03:48:55 PM,20.460,0.1746,23.064,72.800,18.7
583,08/15/19 04:48:55 PM,20.507,0.1746,23.954,69.700,23.7
584,08/15/19 05:48:55 PM,20.603,0.1746,22.872,70.900,8.7
585,08/15/19 06:48:55 PM,20.603,0.1739,22.011,73.200,6.2
586,08/15/19 07:48:55 PM,20.555,0.1739,20.746,74.700,1.2
587,08/15/19 08:48:55 PM,20.460,0.1739,19.936,75.500,1.2
588,08/15/19 09:48:55 PM,20.341,0.1732,19.294,77.800,1.2
589,08/15/19 10:48:55 PM,20.198,0.1732,18.652,82.200,1.2
590,08/15/19 11:48:55 PM,20.055,0.1724,18.319,86.100,1.2
591,08/16/19 12:48:55 AM,19.936,0.1724,18.224,89.200,1.2
592,08/16/19 01:48:55 AM,19.817,0.1724,17.415,92.600,1.2
593,08/16/19 02:48:55 AM,19.698,0.1724,17.867,94.200,1.2
594,08/16/19 03:48:55 AM,19.603,0.1724,17.653,92.900,1.2
595,08/16/19 04:48:55 AM,19.508,0.1724,17.772,92.600,1.2
596,08/16/19 05:48:55 AM,19.413,0.1724,17.534,91.300,1.2
597,08/16/19 06:48:55 AM,19.341,0.1724,17.629,92.500,1.2
598,08/16/19 07:48:55 AM,19.270,0.1717,19.294,90.700,6.2
599,08/16/19 08:48:55 AM,19.246,0.1724,20.484,81.000,11.2
600,08/16/19 09:48:55 AM,19.270,0.1717,21.413,81.500,18.7
601,08/16/19 10:48:55 AM,19.365,0.1717,23.376,77.800,43.7
602,08/16/19 11:48:55 AM,19.532,0.1717,23.954,74.800,36.2
603,08/16/19 12:48:55 PM,19.698,0.1710,25.914,70.300,46.2
604,08/16/19 01:48:55 PM,19.984,0.1710,26.940,68.500,58.7
605,08/16/19 02:48:55 PM,20.269,0.1702,26.671,67.300,56.2
606,08/16/19 03:48:55 PM,20.460,0.1702,27.431,66.100,31.2
607,08/16/19 04:48:55 PM,20.627,0.1702,28.048,65.000,28.7
608,08/16/19 05:48:55 PM,20.793,0.1695,27.431,63.600,11.2
609,08/16/19 06:48:55 PM,20.865,0.1688,26.867,66.700,6.2
610,08/16/19 07:48:55 PM,20.913,0.1688,26.256,70.600,1.2
611,08/16/19 08:48:55 PM,20.913,0.1681,24.412,73.200,1.2
612,08/16/19 09:48:55 PM,20.889,0.1681,22.872,79.100,1.2
613,08/16/19 10:48:55 PM,20.817,0.1681,22.298,84.300,1.2
614,08/16/19 11:48:55 PM,20.746,0.1681,21.652,86.900,1.2
615,08/17/19 12:48:55 AM,20.674,0.1681,21.294,89.700,1.2
616,08/17/19 01:48:55 AM,20.603,0.1681,21.008,90.900,1.2
617,08/17/19 02:48:55 AM,20.531,0.1673,20.698,91.800,1.2
618,08/17/19 03:48:55 AM,20.460,0.1673,20.198,93.400,1.2
619,08/17/19 04:48:55 AM,20.388,0.1673,19.936,95.300,1.2
620,08/17/19 05:48:55 AM,20.293,0.1673,20.317,96.100,1.2
621,08/17/19 06:48:55 AM,20.222,0.1673,19.674,96.300,1.2
622,08/17/19 07:48:55 AM,20.174,0.1673,20.507,97.300,3.7
623,08/17/19 08:48:55 AM,20.174,0.1673,21.795,96.500,11.2
624,08/17/19 09:48:55 AM,20.198,0.1673,22.705,94.600,18.7
625,08/17/19 10:48:55 AM,20.293,0.1673,23.545,89.900,18.7
626,08/17/19 11:48:55 AM,20.388,0.1942,20.603,93.400,3.7
627,08/17/19 12:48:55 PM,20.412,0.1840,21.795,98.600,23.7
628,08/17/19 01:48:55 PM,20.484,0.1811,21.939,99.200,23.7
629,08/17/19 02:48:55 PM,20.555,0.1804,22.321,99.100,8.7
630,08/17/19 03:48:55 PM,20.627,0.1797,23.112,97.100,16.2
631,08/17/19 04:48:55 PM,20.698,0.1797,23.352,93.200,18.7
632,08/17/19 05:48:55 PM,20.770,0.1790,23.689,92.000,11.2
633,08/17/19 06:48:55 PM,20.841,0.1782,24.146,89.700,6.2
634,08/17/19 07:48:55 PM,20.889,0.1775,23.232,88.800,1.2
635,08/17/19 08:48:55 PM,20.913,0.1775,23.040,94.400,1.2
636,08/17/19 09:48:55 PM,20.889,0.1775,22.633,92.600,1.2
637,08/17/19 10:48:55 PM,20.865,0.1775,22.130,93.100,1.2
638,08/17/19 11:48:55 PM,20.817,0.1775,21.676,94.600,1.2
639,08/18/19 12:48:55 AM,20.770,0.1768,21.103,97.100,1.2
640,08/18/19 01:48:55 AM,20.698,0.1768,20.841,98.500,1.2
641,08/18/19 02:48:55 AM,20.650,0.1768,20.984,98.700,1.2
642,08/18/19 03:48:55 AM,20.603,0.1768,20.674,98.600,1.2
643,08/18/19 04:48:55 AM,20.555,0.1768,20.793,99.300,1.2
644,08/18/19 05:48:55 AM,20.507,0.1768,21.294,98.800,1.2
645,08/18/19 06:48:55 AM,20.484,0.1768,21.509,98.300,1.2
646,08/18/19 07:48:55 AM,20.460,0.2160,19.603,98.600,1.2
647,08/18/19 08:48:55 AM,20.317,0.3155,20.531,100.000,1.2
648,08/18/19 09:48:55 AM,20.293,0.2894,20.246,100.000,6.2
649,08/18/19 10:48:55 AM,20.341,0.2785,20.222,100.000,18.7
650,08/18/19 11:48:55 AM,20.388,0.2734,20.889,99.800,23.7
651,08/18/19 12:48:55 PM,20.436,0.2698,24.388,90.700,56.2
652,08/18/19 01:48:55 PM,20.627,0.2668,25.210,83.600,48.7
653,08/18/19 02:48:55 PM,20.865,0.2647,25.234,83.500,56.2
654,08/18/19 03:48:55 PM,21.056,0.2625,25.453,81.000,28.7
655,08/18/19 04:48:55 PM,21.175,0.2610,24.847,82.600,23.7
656,08/18/19 05:48:55 PM,21.270,0.2596,24.315,81.800,16.2
657,08/18/19 06:48:55 PM,21.342,0.2581,24.146,80.800,8.7
658,08/18/19 07:48:55 PM,21.342,0.2574,22.920,82.600,1.2
659,08/18/19 08:48:55 PM,21.294,0.2567,22.465,85.800,1.2
660,08/18/19 09:48:55 PM,21.223,0.2560,21.987,86.800,1.2
661,08/18/19 10:48:55 PM,21.151,0.2552,21.366,89.000,1.2
662,08/18/19 11:48:55 PM,21.056,0.2552,21.056,89.600,1.2
663,08/19/19 12:48:55 AM,20.984,0.2545,21.175,92.200,1.2
664,08/19/19 01:48:55 AM,20.913,0.2538,20.960,92.100,1.2
665,08/19/19 02:48:55 AM,20.865,0.2530,20.817,95.500,1.2
666,08/19/19 03:48:55 AM,20.793,0.2530,20.960,95.100,1.2
667,08/19/19 04:48:55 AM,20.746,0.2523,20.960,94.800,1.2
668,08/19/19 05:48:55 AM,20.722,0.2523,20.317,97.200,1.2
669,08/19/19 06:48:55 AM,20.674,0.2523,20.555,98.100,1.2
670,08/19/19 07:48:55 AM,20.627,0.2516,22.106,97.900,3.7
671,08/19/19 08:48:55 AM,20.650,0.2516,23.617,92.200,13.7
672,08/19/19 09:48:55 AM,20.746,0.2509,24.726,85.000,21.2
673,08/19/19 10:48:55 AM,20.936,0.2501,26.207,80.700,68.7
674,08/19/19 11:48:55 AM,21.175,0.2494,26.842,76.600,36.2
675,08/19/19 12:48:55 PM,21.413,0.2494,26.965,79.800,36.2
676,08/19/19 01:48:55 PM,21.604,0.2480,26.109,79.900,21.2
677,08/19/19 02:48:55 PM,21.700,0.2480,26.818,81.400,61.2
678,08/19/19 03:48:55 PM,21.819,0.2472,28.048,78.500,23.7
679,08/19/19 04:48:55 PM,21.939,0.2472,25.428,80.700,8.7
680,08/19/19 05:48:55 PM,21.987,0.2472,25.065,91.900,13.7
681,08/19/19 06:48:55 PM,22.011,0.2472,24.460,93.000,3.7
682,08/19/19 07:48:55 PM,22.011,0.2472,24.219,92.900,1.2
683,08/19/19 08:48:55 PM,21.987,0.2472,24.050,92.100,1.2
684,08/19/19 09:48:55 PM,21.939,0.2472,23.737,92.100,1.2
685,08/19/19 10:48:55 PM,21.867,0.2472,23.400,91.200,1.2
686,08/19/19 11:48:55 PM,21.819,0.2472,22.920,93.500,1.2
687,08/20/19 12:48:55 AM,21.748,0.2465,22.753,94.800,1.2
688,08/20/19 01:48:55 AM,21.700,0.2465,22.513,96.400,1.2
689,08/20/19 02:48:55 AM,21.652,0.2458,22.417,97.900,1.2
690,08/20/19 03:48:55 AM,21.604,0.2465,21.891,98.000,1.2
691,08/20/19 04:48:55 AM,21.557,0.2458,21.628,98.700,1.2
692,08/20/19 05:48:55 AM,21.485,0.2458,21.581,99.500,1.2
693,08/20/19 06:48:55 AM,21.413,0.2458,21.939,99.900,1.2
694,08/20/19 07:48:55 AM,21.390,0.2458,22.848,99.900,3.7
695,08/20/19 08:48:55 AM,21.390,0.2458,23.400,98.400,8.7
696,08/20/19 09:48:55 AM,21.437,0.2451,23.737,97.500,6.2
697,08/20/19 10:48:55 AM,21.485,0.2451,23.665,97.600,1.2
698,08/20/19 11:48:55 AM,21.509,0.2458,21.342,97.600,1.2
699,08/20/19 12:48:55 PM,21.509,0.2465,20.388,97.300,3.7
700,08/20/19 01:48:55 PM,21.390,0.2494,21.485,99.200,18.7
701,08/20/19 02:48:55 PM,21.318,0.2509,21.390,99.300,11.2
702,08/20/19 03:48:55 PM,21.294,0.2589,21.413,99.900,13.7
703,08/20/19 04:48:55 PM,21.270,0.2589,20.293,99.900,11.2
704,08/20/19 05:48:55 PM,21.246,0.2589,21.056,99.400,8.7
705,08/20/19 06:48:55 PM,21.199,0.2589,21.127,99.600,3.7
706,08/20/19 07:48:55 PM,21.175,0.2581,20.579,99.700,1.2
707,08/20/19 08:48:55 PM,21.127,0.2574,20.174,99.400,1.2
708,08/20/19 09:48:55 PM,21.056,0.2574,20.055,99.800,1.2
709,08/20/19 10:48:55 PM,20.960,0.2567,19.841,100.000,1.2
710,08/20/19 11:48:55 PM,20.889,0.2567,19.127,100.000,1.2
711,08/21/19 12:48:55 AM,20.793,0.2560,18.866,100.000,1.2
712,08/21/19 01:48:55 AM,20.674,0.2560,18.533,99.900,1.2
713,08/21/19 02:48:55 AM,20.579,0.2552,18.438,99.900,1.2
714,08/21/19 03:48:55 AM,20.460,0.2552,18.176,100.000,1.2
715,08/21/19 04:48:55 AM,20.365,0.2545,18.033,100.000,1.2
716,08/21/19 05:48:55 AM,20.246,0.2545,18.129,100.000,1.2
717,08/21/19 06:48:55 AM,20.174,0.2538,18.533,100.000,1.2
718,08/21/19 07:48:55 AM,20.103,0.2538,19.698,100.000,6.2
719,08/21/19 08:48:55 AM,20.103,0.2538,21.581,98.900,13.7
720,08/21/19 09:48:55 AM,20.198,0.2530,23.881,95.300,31.2
