"Plot Title: Rollinson_N115"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9663852, SEN S/N: 2445098)","Water Content, m³/m³ (LGR S/N: 9663852, SEN S/N: 9673987)","PAR, µmol/m²/s (LGR S/N: 9663852, SEN S/N: 9680255)","Temp, °C (LGR S/N: 9663852, SEN S/N: 20210256)","RH, % (LGR S/N: 9663852, SEN S/N: 20210256)"
358,08/06/19 09:59:23 AM,19.389,0.0206,8.7,21.079,95.800
359,08/06/19 10:59:23 AM,19.365,0.0206,11.2,22.011,91.200
360,08/06/19 11:59:23 AM,19.389,0.0206,3.7,21.819,88.400
361,08/06/19 12:59:23 PM,19.413,0.0192,11.2,23.016,87.600
362,08/06/19 01:59:23 PM,19.436,0.0192,16.2,24.122,82.000
363,08/06/19 02:59:23 PM,19.460,0.0192,11.2,24.895,76.100
364,08/06/19 03:59:23 PM,19.532,0.0192,16.2,25.089,72.400
365,08/06/19 04:59:23 PM,19.579,0.0184,8.7,24.581,72.500
366,08/06/19 05:59:23 PM,19.627,0.0184,3.7,24.702,71.200
367,08/06/19 06:59:23 PM,19.674,0.0184,1.2,23.978,67.500
368,08/06/19 07:59:23 PM,19.674,0.0184,1.2,22.872,68.800
369,08/06/19 08:59:23 PM,19.674,0.0192,1.2,21.294,75.600
370,08/06/19 09:59:23 PM,19.651,0.0192,1.2,21.056,84.000
371,08/06/19 10:59:23 PM,19.627,0.0192,1.2,20.365,90.000
372,08/06/19 11:59:23 PM,19.579,0.0192,1.2,19.936,92.600
373,08/07/19 12:59:23 AM,19.532,0.0192,1.2,20.031,94.200
374,08/07/19 01:59:23 AM,19.484,0.0192,1.2,19.912,93.900
375,08/07/19 02:59:23 AM,19.436,0.0184,1.2,19.722,94.200
376,08/07/19 03:59:23 AM,19.389,0.0192,1.2,19.555,93.600
377,08/07/19 04:59:23 AM,19.341,0.0192,1.2,19.080,93.700
378,08/07/19 05:59:23 AM,19.318,0.0184,1.2,18.771,94.800
379,08/07/19 06:59:23 AM,19.270,0.0184,1.2,18.985,95.100
380,08/07/19 07:59:23 AM,19.222,0.0184,1.2,20.174,93.800
381,08/07/19 08:59:23 AM,19.175,0.0184,3.7,22.130,90.400
382,08/07/19 09:59:23 AM,19.175,0.0177,6.2,23.978,80.200
383,08/07/19 10:59:23 AM,19.222,0.0177,11.2,25.283,69.100
384,08/07/19 11:59:23 AM,19.270,0.0170,13.7,26.378,61.700
385,08/07/19 12:59:23 PM,19.365,0.0170,16.2,26.622,58.700
386,08/07/19 01:59:23 PM,19.436,0.0163,13.7,27.456,57.800
387,08/07/19 02:59:23 PM,19.532,0.0163,11.2,27.505,57.000
388,08/07/19 03:59:23 PM,19.603,0.0163,8.7,26.769,60.800
389,08/07/19 04:59:23 PM,19.674,0.0155,6.2,26.769,63.100
390,08/07/19 05:59:23 PM,19.722,0.0155,3.7,26.304,63.800
391,08/07/19 06:59:23 PM,19.770,0.0155,1.2,25.162,65.500
392,08/07/19 07:59:23 PM,19.793,0.0155,1.2,24.677,67.500
393,08/07/19 08:59:23 PM,19.793,0.0148,1.2,23.954,68.900
394,08/07/19 09:59:23 PM,19.793,0.0155,1.2,23.016,74.300
395,08/07/19 10:59:23 PM,19.770,0.0148,1.2,23.016,74.500
396,08/07/19 11:59:23 PM,19.746,0.0155,1.2,22.417,77.600
397,08/08/19 12:59:23 AM,19.722,0.0155,1.2,22.753,78.500
398,08/08/19 01:59:23 AM,19.674,0.0163,1.2,22.585,80.800
399,08/08/19 02:59:23 AM,19.651,0.0155,1.2,21.652,79.100
400,08/08/19 03:59:23 AM,19.627,0.0155,1.2,21.724,82.100
401,08/08/19 04:59:23 AM,19.579,0.0155,1.2,21.366,85.700
402,08/08/19 05:59:23 AM,19.555,0.0155,1.2,20.222,90.100
403,08/08/19 06:59:23 AM,19.532,0.0155,1.2,20.722,93.200
404,08/08/19 07:59:23 AM,19.484,0.0155,1.2,21.772,92.800
405,08/08/19 08:59:23 AM,19.460,0.0148,3.7,23.400,86.300
406,08/08/19 09:59:23 AM,19.460,0.0141,6.2,24.726,73.900
407,08/08/19 10:59:23 AM,19.508,0.0141,8.7,25.866,66.600
408,08/08/19 11:59:23 AM,19.555,0.0141,11.2,26.646,62.000
409,08/08/19 12:59:23 PM,19.603,0.0134,18.7,27.358,57.100
410,08/08/19 01:59:23 PM,19.674,0.0134,16.2,27.776,47.700
411,08/08/19 02:59:23 PM,19.746,0.0134,58.7,27.801,46.800
412,08/08/19 03:59:23 PM,19.793,0.0134,11.2,27.530,47.800
413,08/08/19 04:59:23 PM,19.817,0.0126,11.2,26.842,43.300
414,08/08/19 05:59:23 PM,19.841,0.0126,3.7,25.793,43.700
415,08/08/19 06:59:23 PM,19.841,0.0119,1.2,24.847,49.600
416,08/08/19 07:59:23 PM,19.841,0.0119,1.2,23.280,49.800
417,08/08/19 08:59:23 PM,19.793,0.0119,1.2,21.843,57.200
418,08/08/19 09:59:23 PM,19.746,0.0126,1.2,20.341,63.600
419,08/08/19 10:59:23 PM,19.674,0.0126,1.2,19.270,69.400
420,08/08/19 11:59:23 PM,19.579,0.0126,1.2,18.985,72.900
421,08/09/19 12:59:23 AM,19.484,0.0126,1.2,18.129,74.900
422,08/09/19 01:59:23 AM,19.413,0.0112,1.2,17.225,78.200
423,08/09/19 02:59:23 AM,19.294,0.0112,1.2,16.534,81.800
424,08/09/19 03:59:23 AM,19.199,0.0112,1.2,15.891,85.100
425,08/09/19 04:59:23 AM,19.103,0.0112,1.2,15.509,87.000
426,08/09/19 05:59:23 AM,18.985,0.0112,1.2,15.079,87.300
427,08/09/19 06:59:23 AM,18.889,0.0119,1.2,15.557,88.200
428,08/09/19 07:59:23 AM,18.771,0.0112,1.2,17.391,85.300
429,08/09/19 08:59:23 AM,18.699,0.0119,3.7,19.651,81.100
430,08/09/19 09:59:23 AM,18.675,0.0119,6.2,21.676,69.600
431,08/09/19 10:59:23 AM,18.699,0.0105,13.7,22.729,58.600
432,08/09/19 11:59:23 AM,18.747,0.0105,13.7,23.930,53.900
433,08/09/19 12:59:23 PM,18.794,0.0105,33.7,24.774,48.700
434,08/09/19 01:59:23 PM,18.866,0.0097,16.2,25.137,47.500
435,08/09/19 02:59:23 PM,18.937,0.0097,41.2,25.501,46.000
436,08/09/19 03:59:23 PM,19.008,0.0097,11.2,25.234,46.200
437,08/09/19 04:59:23 PM,19.056,0.0090,8.7,25.016,50.500
438,08/09/19 05:59:23 PM,19.103,0.0090,3.7,24.412,52.900
439,08/09/19 06:59:23 PM,19.127,0.0090,1.2,23.376,53.700
440,08/09/19 07:59:23 PM,19.127,0.0090,1.2,21.867,58.500
441,08/09/19 08:59:23 PM,19.127,0.0097,1.2,20.603,67.400
442,08/09/19 09:59:23 PM,19.103,0.0097,1.2,19.960,73.300
443,08/09/19 10:59:23 PM,19.056,0.0097,1.2,18.794,78.000
444,08/09/19 11:59:23 PM,18.985,0.0097,1.2,18.271,81.100
445,08/10/19 12:59:23 AM,18.913,0.0083,1.2,17.439,84.800
446,08/10/19 01:59:23 AM,18.866,0.0083,1.2,17.724,87.200
447,08/10/19 02:59:23 AM,18.794,0.0083,1.2,17.130,87.900
448,08/10/19 03:59:23 AM,18.723,0.0083,1.2,17.153,89.200
449,08/10/19 04:59:23 AM,18.675,0.0083,1.2,17.320,88.500
450,08/10/19 05:59:23 AM,18.604,0.0076,1.2,16.868,89.200
451,08/10/19 06:59:23 AM,18.557,0.0076,1.2,17.843,90.800
452,08/10/19 07:59:23 AM,18.509,0.0083,1.2,18.818,88.600
453,08/10/19 08:59:23 AM,18.485,0.0090,6.2,20.555,82.100
454,08/10/19 09:59:23 AM,18.485,0.0090,8.7,22.537,72.900
455,08/10/19 10:59:23 AM,18.509,0.0076,13.7,23.497,64.400
456,08/10/19 11:59:23 AM,18.580,0.0076,13.7,24.581,61.000
457,08/10/19 12:59:23 PM,18.652,0.0076,33.7,25.477,55.400
458,08/10/19 01:59:23 PM,18.747,0.0076,18.7,26.256,52.700
459,08/10/19 02:59:23 PM,18.818,0.0076,21.2,26.549,47.200
460,08/10/19 03:59:23 PM,18.913,0.0068,11.2,26.426,47.200
461,08/10/19 04:59:23 PM,18.985,0.0068,8.7,26.671,46.800
462,08/10/19 05:59:23 PM,19.056,0.0068,6.2,25.550,51.500
463,08/10/19 06:59:23 PM,19.080,0.0061,1.2,24.726,55.100
464,08/10/19 07:59:23 PM,19.127,0.0061,1.2,23.280,57.900
465,08/10/19 08:59:23 PM,19.127,0.0061,1.2,22.657,63.500
466,08/10/19 09:59:23 PM,19.103,0.0076,1.2,22.130,66.100
467,08/10/19 10:59:23 PM,19.080,0.0068,1.2,21.151,70.000
468,08/10/19 11:59:23 PM,19.056,0.0068,1.2,20.222,74.000
469,08/11/19 12:59:23 AM,19.032,0.0068,1.2,20.198,76.700
470,08/11/19 01:59:23 AM,18.985,0.0068,1.2,19.413,75.500
471,08/11/19 02:59:23 AM,18.913,0.0068,1.2,18.747,78.000
472,08/11/19 03:59:23 AM,18.866,0.0068,1.2,18.794,81.400
473,08/11/19 04:59:23 AM,18.818,0.0068,1.2,18.866,81.200
474,08/11/19 05:59:23 AM,18.747,0.0068,1.2,19.056,81.600
475,08/11/19 06:59:23 AM,18.699,0.0068,1.2,18.985,84.200
476,08/11/19 07:59:23 AM,18.675,0.0068,1.2,17.843,91.900
477,08/11/19 08:59:23 AM,18.628,0.0076,3.7,18.747,96.600
478,08/11/19 09:59:23 AM,18.604,0.0090,6.2,19.103,97.600
479,08/11/19 10:59:23 AM,18.604,0.0090,13.7,20.055,98.300
480,08/11/19 11:59:23 AM,18.628,0.0083,13.7,21.246,98.300
481,08/11/19 12:59:23 PM,18.675,0.0090,16.2,22.729,94.900
482,08/11/19 01:59:23 PM,18.771,0.0083,13.7,23.256,88.100
483,08/11/19 02:59:23 PM,18.842,0.0083,8.7,22.944,87.100
484,08/11/19 03:59:23 PM,18.937,0.0083,6.2,23.256,88.000
485,08/11/19 04:59:23 PM,18.985,0.0083,3.7,23.280,88.400
486,08/11/19 05:59:23 PM,19.056,0.0083,1.2,23.256,89.400
487,08/11/19 06:59:23 PM,19.103,0.0083,1.2,23.160,90.600
488,08/11/19 07:59:23 PM,19.127,0.0083,1.2,23.040,91.900
489,08/11/19 08:59:23 PM,19.175,0.0083,1.2,22.609,92.400
490,08/11/19 09:59:23 PM,19.199,0.0097,1.2,22.154,94.700
491,08/11/19 10:59:23 PM,19.222,0.0090,1.2,21.748,96.700
492,08/11/19 11:59:23 PM,19.222,0.0090,1.2,21.485,97.800
493,08/12/19 12:59:23 AM,19.222,0.0097,1.2,21.509,98.600
494,08/12/19 01:59:23 AM,19.199,0.0097,1.2,21.151,99.000
495,08/12/19 02:59:23 AM,19.199,0.0097,1.2,20.460,99.300
496,08/12/19 03:59:23 AM,19.199,0.0097,1.2,20.674,99.600
497,08/12/19 04:59:23 AM,19.175,0.0097,1.2,20.436,99.800
498,08/12/19 05:59:23 AM,19.175,0.0097,1.2,20.436,100.000
499,08/12/19 06:59:23 AM,19.151,0.0097,1.2,20.507,100.000
500,08/12/19 07:59:23 AM,19.127,0.0097,1.2,21.437,100.000
501,08/12/19 08:59:23 AM,19.127,0.0097,6.2,22.345,100.000
502,08/12/19 09:59:23 AM,19.151,0.0090,11.2,23.761,99.200
503,08/12/19 10:59:23 AM,19.199,0.0090,8.7,24.363,93.400
504,08/12/19 11:59:23 AM,19.270,0.0090,8.7,24.629,90.600
505,08/12/19 12:59:23 PM,19.341,0.0083,11.2,24.968,89.300
506,08/12/19 01:59:23 PM,19.413,0.0090,11.2,25.234,86.600
507,08/12/19 02:59:23 PM,19.484,0.0083,6.2,25.258,87.600
508,08/12/19 03:59:23 PM,19.555,0.0083,6.2,24.871,88.100
509,08/12/19 04:59:23 PM,19.627,0.0083,3.7,23.905,94.000
510,08/12/19 05:59:23 PM,19.674,0.0105,1.2,23.160,96.400
511,08/12/19 06:59:23 PM,19.936,0.0148,1.2,22.824,98.400
512,08/12/19 07:59:23 PM,19.984,0.0148,1.2,22.393,99.300
513,08/12/19 08:59:23 PM,19.936,0.0155,1.2,21.963,99.800
514,08/12/19 09:59:23 PM,19.912,0.0155,1.2,21.772,100.000
515,08/12/19 10:59:23 PM,19.865,0.0163,1.2,21.270,100.000
516,08/12/19 11:59:23 PM,19.841,0.0163,1.2,21.056,100.000
517,08/13/19 12:59:23 AM,19.817,0.0170,1.2,20.484,100.000
518,08/13/19 01:59:23 AM,19.770,0.0177,1.2,20.365,100.000
519,08/13/19 02:59:23 AM,19.746,0.0177,1.2,20.222,100.000
520,08/13/19 03:59:23 AM,19.698,0.0184,1.2,20.246,100.000
521,08/13/19 04:59:23 AM,19.651,0.0184,1.2,20.341,100.000
522,08/13/19 05:59:23 AM,19.627,0.0184,1.2,20.627,100.000
523,08/13/19 06:59:23 AM,19.603,0.0184,1.2,20.913,100.000
524,08/13/19 07:59:23 AM,19.579,0.0192,1.2,21.390,100.000
525,08/13/19 08:59:23 AM,19.555,0.0192,3.7,21.533,100.000
526,08/13/19 09:59:23 AM,19.555,0.0199,8.7,21.843,100.000
527,08/13/19 10:59:23 AM,19.603,0.0192,11.2,23.040,100.000
528,08/13/19 11:59:23 AM,19.627,0.0192,8.7,24.291,97.700
529,08/13/19 12:59:23 PM,19.698,0.0184,13.7,24.968,86.300
530,08/13/19 01:59:23 PM,19.746,0.0192,11.2,25.113,84.900
531,08/13/19 02:59:23 PM,19.841,0.0192,16.2,25.307,83.000
532,08/13/19 03:59:23 PM,19.912,0.0192,8.7,26.231,77.100
533,08/13/19 04:59:23 PM,19.984,0.0184,8.7,26.304,73.300
534,08/13/19 05:59:23 PM,20.055,0.0184,8.7,25.380,71.400
535,08/13/19 06:59:23 PM,20.126,0.0192,1.2,20.603,79.300
536,08/13/19 07:59:23 PM,20.126,0.0199,1.2,19.579,95.600
537,08/13/19 08:59:23 PM,20.103,0.0199,1.2,19.413,97.800
538,08/13/19 09:59:23 PM,20.031,0.0199,1.2,19.936,98.800
539,08/13/19 10:59:23 PM,19.960,0.0199,1.2,19.841,99.300
540,08/13/19 11:59:23 PM,19.888,0.0199,1.2,19.127,99.700
541,08/14/19 12:59:23 AM,19.841,0.0199,1.2,18.675,99.900
542,08/14/19 01:59:23 AM,19.770,0.0206,1.2,18.461,100.000
543,08/14/19 02:59:23 AM,19.698,0.0192,1.2,18.105,100.000
544,08/14/19 03:59:23 AM,19.627,0.0192,1.2,18.010,100.000
545,08/14/19 04:59:23 AM,19.555,0.0199,1.2,17.819,100.000
546,08/14/19 05:59:23 AM,19.484,0.0192,1.2,17.724,100.000
547,08/14/19 06:59:23 AM,19.413,0.0199,1.2,18.057,100.000
548,08/14/19 07:59:23 AM,19.365,0.0206,1.2,19.032,100.000
549,08/14/19 08:59:23 AM,19.318,0.0206,3.7,20.746,100.000
550,08/14/19 09:59:23 AM,19.294,0.0206,13.7,22.058,100.000
551,08/14/19 10:59:23 AM,19.318,0.0192,8.7,23.040,96.500
552,08/14/19 11:59:23 AM,19.389,0.0192,16.2,24.243,88.200
553,08/14/19 12:59:23 PM,19.484,0.0192,11.2,24.460,81.900
554,08/14/19 01:59:23 PM,19.555,0.0192,11.2,24.460,77.600
555,08/14/19 02:59:23 PM,19.651,0.0192,21.2,25.162,77.500
556,08/14/19 03:59:23 PM,19.722,0.0184,11.2,25.089,73.700
557,08/14/19 04:59:23 PM,19.793,0.0184,11.2,24.750,72.900
558,08/14/19 05:59:23 PM,19.865,0.0177,3.7,22.441,79.800
559,08/14/19 06:59:23 PM,19.888,0.0184,1.2,21.628,82.400
560,08/14/19 07:59:23 PM,19.888,0.0184,1.2,20.960,84.100
561,08/14/19 08:59:23 PM,19.841,0.0184,1.2,20.460,82.000
562,08/14/19 09:59:23 PM,19.793,0.0192,1.2,19.413,83.500
563,08/14/19 10:59:23 PM,19.722,0.0184,1.2,18.604,88.300
564,08/14/19 11:59:23 PM,19.651,0.0184,1.2,18.438,91.000
565,08/15/19 12:59:23 AM,19.555,0.0184,1.2,18.295,92.400
566,08/15/19 01:59:23 AM,19.484,0.0177,1.2,18.010,94.200
567,08/15/19 02:59:23 AM,19.413,0.0177,1.2,17.724,95.100
568,08/15/19 03:59:23 AM,19.341,0.0177,1.2,17.344,95.500
569,08/15/19 04:59:23 AM,19.270,0.0177,1.2,16.963,96.400
570,08/15/19 05:59:23 AM,19.199,0.0177,1.2,16.654,97.100
571,08/15/19 06:59:23 AM,19.127,0.0177,1.2,16.701,97.500
572,08/15/19 07:59:23 AM,19.056,0.0177,1.2,18.105,97.000
573,08/15/19 08:59:23 AM,18.985,0.0184,3.7,20.007,93.600
574,08/15/19 09:59:23 AM,18.961,0.0184,11.2,20.555,86.500
575,08/15/19 10:59:23 AM,18.961,0.0177,16.2,21.413,82.000
576,08/15/19 11:59:23 AM,18.985,0.0177,11.2,22.345,75.000
577,08/15/19 12:59:23 PM,19.032,0.0170,13.7,23.713,73.400
578,08/15/19 01:59:23 PM,19.080,0.0170,11.2,23.737,65.500
579,08/15/19 02:59:23 PM,19.151,0.0163,8.7,22.537,70.100
580,08/15/19 03:59:23 PM,19.199,0.0163,6.2,22.345,73.000
581,08/15/19 04:59:23 PM,19.246,0.0163,8.7,23.232,71.500
582,08/15/19 05:59:23 PM,19.270,0.0155,1.2,22.417,71.700
583,08/15/19 06:59:23 PM,19.294,0.0170,1.2,21.461,74.500
584,08/15/19 07:59:23 PM,19.294,0.0163,1.2,20.174,74.400
585,08/15/19 08:59:23 PM,19.270,0.0163,1.2,19.436,77.800
586,08/15/19 09:59:23 PM,19.246,0.0163,1.2,18.628,80.400
587,08/15/19 10:59:23 PM,19.175,0.0155,1.2,18.010,84.900
588,08/15/19 11:59:23 PM,19.127,0.0148,1.2,17.510,89.400
589,08/16/19 12:59:23 AM,19.056,0.0148,1.2,17.463,91.700
590,08/16/19 01:59:23 AM,18.985,0.0148,1.2,16.773,93.500
591,08/16/19 02:59:23 AM,18.913,0.0148,1.2,16.963,95.500
592,08/16/19 03:59:23 AM,18.866,0.0148,1.2,16.796,96.400
593,08/16/19 04:59:23 AM,18.794,0.0148,1.2,16.654,96.900
594,08/16/19 05:59:23 AM,18.723,0.0155,1.2,16.153,97.200
595,08/16/19 06:59:23 AM,18.675,0.0155,1.2,16.701,97.500
596,08/16/19 07:59:23 AM,18.604,0.0148,1.2,17.843,97.300
597,08/16/19 08:59:23 AM,18.580,0.0155,3.7,18.866,94.700
598,08/16/19 09:59:23 AM,18.557,0.0155,6.2,20.317,91.400
599,08/16/19 10:59:23 AM,18.580,0.0155,11.2,21.652,89.100
600,08/16/19 11:59:23 AM,18.604,0.0155,11.2,22.345,86.300
601,08/16/19 12:59:23 PM,18.675,0.0141,38.7,24.532,82.600
602,08/16/19 01:59:23 PM,18.771,0.0134,13.7,25.331,79.300
603,08/16/19 02:59:23 PM,18.889,0.0134,11.2,24.774,79.100
604,08/16/19 03:59:23 PM,19.008,0.0134,11.2,25.671,77.800
605,08/16/19 04:59:23 PM,19.127,0.0126,8.7,25.695,76.200
606,08/16/19 05:59:23 PM,19.199,0.0126,3.7,25.040,74.600
607,08/16/19 06:59:23 PM,19.294,0.0126,1.2,24.871,76.600
608,08/16/19 07:59:23 PM,19.341,0.0126,1.2,24.412,78.200
609,08/16/19 08:59:23 PM,19.389,0.0126,1.2,23.016,80.700
610,08/16/19 09:59:23 PM,19.389,0.0134,1.2,21.987,83.000
611,08/16/19 10:59:23 PM,19.389,0.0134,1.2,21.533,86.900
612,08/16/19 11:59:23 PM,19.389,0.0134,1.2,20.960,89.400
613,08/17/19 12:59:23 AM,19.365,0.0134,1.2,20.817,92.300
614,08/17/19 01:59:23 AM,19.341,0.0134,1.2,20.722,92.900
615,08/17/19 02:59:23 AM,19.294,0.0134,1.2,20.317,94.100
616,08/17/19 03:59:23 AM,19.270,0.0134,1.2,19.508,95.000
617,08/17/19 04:59:23 AM,19.246,0.0134,1.2,19.532,96.700
618,08/17/19 05:59:23 AM,19.199,0.0134,1.2,19.341,97.300
619,08/17/19 06:59:23 AM,19.151,0.0134,1.2,19.080,97.700
620,08/17/19 07:59:23 AM,19.127,0.0134,1.2,19.651,98.100
621,08/17/19 08:59:23 AM,19.103,0.0126,3.7,20.960,97.800
622,08/17/19 09:59:23 AM,19.080,0.0126,6.2,22.154,97.000
623,08/17/19 10:59:23 AM,19.103,0.0126,6.2,22.465,95.200
624,08/17/19 11:59:23 AM,19.151,0.0148,1.2,20.579,95.600
625,08/17/19 12:59:23 PM,19.222,0.0155,8.7,21.652,98.700
626,08/17/19 01:59:23 PM,19.246,0.0163,6.2,21.628,99.600
627,08/17/19 02:59:23 PM,19.270,0.0170,3.7,21.867,100.000
628,08/17/19 03:59:23 PM,19.318,0.0170,6.2,22.154,100.000
629,08/17/19 04:59:23 PM,19.365,0.0170,3.7,21.915,100.000
630,08/17/19 05:59:23 PM,19.389,0.0170,3.7,22.345,100.000
631,08/17/19 06:59:23 PM,19.436,0.0170,1.2,22.298,100.000
632,08/17/19 07:59:23 PM,19.460,0.0170,1.2,21.891,100.000
633,08/17/19 08:59:23 PM,19.484,0.0170,1.2,21.413,100.000
634,08/17/19 09:59:23 PM,19.484,0.0170,1.2,21.056,100.000
635,08/17/19 10:59:23 PM,19.484,0.0170,1.2,20.650,100.000
636,08/17/19 11:59:23 PM,19.484,0.0170,1.2,20.269,100.000
637,08/18/19 12:59:23 AM,19.460,0.0170,1.2,20.174,100.000
638,08/18/19 01:59:23 AM,19.436,0.0177,1.2,20.246,100.000
639,08/18/19 02:59:23 AM,19.389,0.0170,1.2,20.365,100.000
640,08/18/19 03:59:23 AM,19.389,0.0170,1.2,20.365,100.000
641,08/18/19 04:59:23 AM,19.365,0.0170,1.2,20.341,100.000
642,08/18/19 05:59:23 AM,19.341,0.0177,1.2,20.531,100.000
643,08/18/19 06:59:23 AM,19.318,0.0177,1.2,20.555,100.000
644,08/18/19 07:59:23 AM,19.389,0.0184,1.2,19.436,100.000
645,08/18/19 08:59:23 AM,19.532,0.1949,1.2,20.412,100.000
646,08/18/19 09:59:23 AM,19.722,0.1804,3.7,20.150,100.000
647,08/18/19 10:59:23 AM,19.698,0.1550,6.2,20.317,100.000
648,08/18/19 11:59:23 AM,19.674,0.1434,8.7,20.817,100.000
649,08/18/19 12:59:23 PM,19.651,0.1376,28.7,22.058,100.000
650,08/18/19 01:59:23 PM,19.674,0.1310,13.7,23.665,100.000
651,08/18/19 02:59:23 PM,19.746,0.1259,13.7,24.050,96.100
652,08/18/19 03:59:23 PM,19.817,0.1209,8.7,23.930,90.100
653,08/18/19 04:59:23 PM,19.865,0.1180,8.7,24.412,89.400
654,08/18/19 05:59:23 PM,19.912,0.1143,6.2,23.761,88.300
655,08/18/19 06:59:23 PM,19.960,0.1107,1.2,23.304,85.400
656,08/18/19 07:59:23 PM,19.984,0.1085,1.2,22.298,86.100
657,08/18/19 08:59:23 PM,20.007,0.1063,1.2,21.700,89.200
658,08/18/19 09:59:23 PM,19.984,0.1042,1.2,21.270,90.900
659,08/18/19 10:59:23 PM,19.960,0.1020,1.2,20.817,93.800
660,08/18/19 11:59:23 PM,19.936,0.1005,1.2,20.198,94.200
661,08/19/19 12:59:23 AM,19.888,0.0991,1.2,20.317,96.400
662,08/19/19 01:59:23 AM,19.865,0.0976,1.2,19.817,97.200
663,08/19/19 02:59:23 AM,19.817,0.0969,1.2,20.126,98.200
664,08/19/19 03:59:23 AM,19.770,0.0962,1.2,20.269,98.500
665,08/19/19 04:59:23 AM,19.746,0.0954,1.2,19.484,98.700
666,08/19/19 05:59:23 AM,19.722,0.0947,1.2,19.508,99.300
667,08/19/19 06:59:23 AM,19.674,0.0940,1.2,19.674,99.700
668,08/19/19 07:59:23 AM,19.651,0.0933,1.2,20.984,100.000
669,08/19/19 08:59:23 AM,19.627,0.0925,3.7,22.753,98.300
670,08/19/19 09:59:23 AM,19.627,0.0904,13.7,24.098,88.200
671,08/19/19 10:59:23 AM,19.674,0.0896,13.7,25.623,84.600
672,08/19/19 11:59:23 AM,19.746,0.0889,11.2,25.817,80.900
673,08/19/19 12:59:23 PM,19.841,0.0874,11.2,25.647,82.000
674,08/19/19 01:59:23 PM,19.936,0.0867,3.7,25.186,85.000
675,08/19/19 02:59:23 PM,20.007,0.0853,8.7,26.793,83.500
676,08/19/19 03:59:23 PM,20.079,0.0845,6.2,26.158,81.400
677,08/19/19 04:59:23 PM,20.150,0.0838,1.2,24.460,85.400
678,08/19/19 05:59:23 PM,20.222,0.0824,3.7,24.460,96.000
679,08/19/19 06:59:23 PM,20.269,0.0816,1.2,23.857,96.900
680,08/19/19 07:59:23 PM,20.317,0.0816,1.2,23.448,97.300
681,08/19/19 08:59:23 PM,20.341,0.0809,1.2,23.256,96.800
682,08/19/19 09:59:23 PM,20.341,0.0802,1.2,23.497,94.800
683,08/19/19 10:59:23 PM,20.341,0.0802,1.2,22.944,94.100
684,08/19/19 11:59:23 PM,20.341,0.0809,1.2,22.226,96.100
685,08/20/19 12:59:23 AM,20.317,0.0802,1.2,21.939,97.600
686,08/20/19 01:59:23 AM,20.317,0.0802,1.2,21.867,98.500
687,08/20/19 02:59:23 AM,20.293,0.0802,1.2,21.724,99.200
688,08/20/19 03:59:23 AM,20.269,0.0795,1.2,21.056,99.700
689,08/20/19 04:59:23 AM,20.246,0.0795,1.2,21.175,100.000
690,08/20/19 05:59:23 AM,20.198,0.0795,1.2,20.841,100.000
691,08/20/19 06:59:23 AM,20.174,0.0795,1.2,21.461,100.000
692,08/20/19 07:59:23 AM,20.150,0.0787,1.2,22.130,100.000
693,08/20/19 08:59:23 AM,20.126,0.0780,1.2,22.705,100.000
694,08/20/19 09:59:23 AM,20.126,0.0780,1.2,22.920,100.000
695,08/20/19 10:59:23 AM,20.150,0.0773,1.2,22.800,100.000
696,08/20/19 11:59:23 AM,20.174,0.0787,1.2,20.579,100.000
697,08/20/19 12:59:23 PM,20.174,0.0780,1.2,20.222,100.000
698,08/20/19 01:59:23 PM,20.150,0.0780,6.2,21.223,100.000
699,08/20/19 02:59:23 PM,20.126,0.0773,1.2,21.223,100.000
700,08/20/19 03:59:23 PM,20.103,0.0773,3.7,21.223,100.000
701,08/20/19 04:59:23 PM,20.079,0.0773,3.7,20.150,100.000
702,08/20/19 05:59:23 PM,20.079,0.0773,3.7,20.889,100.000
703,08/20/19 06:59:23 PM,20.055,0.0773,1.2,20.841,100.000
704,08/20/19 07:59:23 PM,20.031,0.0773,1.2,20.079,100.000
705,08/20/19 08:59:23 PM,20.031,0.0773,1.2,19.888,100.000
706,08/20/19 09:59:23 PM,19.984,0.0773,1.2,19.793,100.000
707,08/20/19 10:59:23 PM,19.960,0.0773,1.2,19.508,100.000
708,08/20/19 11:59:23 PM,19.912,0.0780,1.2,18.985,100.000
709,08/21/19 12:59:23 AM,19.865,0.0780,1.2,18.461,100.000
710,08/21/19 01:59:23 AM,19.817,0.0780,1.2,18.295,100.000
711,08/21/19 02:59:23 AM,19.746,0.0773,1.2,18.081,100.000
712,08/21/19 03:59:23 AM,19.698,0.0773,1.2,18.176,100.000
713,08/21/19 04:59:23 AM,19.627,0.0773,1.2,17.772,100.000
714,08/21/19 05:59:23 AM,19.555,0.0773,1.2,17.843,100.000
715,08/21/19 06:59:23 AM,19.508,0.0773,1.2,18.295,100.000
716,08/21/19 07:59:23 AM,19.460,0.0780,1.2,19.270,100.000
717,08/21/19 08:59:23 AM,19.413,0.0780,3.7,20.865,100.000
718,08/21/19 09:59:23 AM,19.413,0.0773,16.2,23.064,100.000
719,08/21/19 10:59:23 AM,19.436,0.0758,11.2,24.243,96.400
720,08/21/19 11:59:23 AM,19.532,0.0758,11.2,25.162,91.000
